"","code","name","sci_name","family","order"
"5017","bkttro5","Black-throated Trogon (cupreicauda)","Trogon rufus cupreicauda","Trogonidae (Trogons)","Trogoniformes"
"5018","bkttro6","Black-throated Trogon (rufus Group)","Trogon rufus [rufus Group]","Trogonidae (Trogons)","Trogoniformes"
"5019","bkttro4","Black-throated Trogon (chrysochloros)","Trogon rufus chrysochloros","Trogonidae (Trogons)","Trogoniformes"
"5020","eletro","Elegant Trogon","Trogon elegans","Trogonidae (Trogons)","Trogoniformes"
"5021","eletro1","Elegant Trogon (Coppery-tailed)","Trogon elegans [ambiguus Group]","Trogonidae (Trogons)","Trogoniformes"
"5022","eletro2","Elegant Trogon (Elegant)","Trogon elegans elegans/lubricus","Trogonidae (Trogons)","Trogoniformes"
"5023","moutro1","Mountain Trogon","Trogon mexicanus","Trogonidae (Trogons)","Trogoniformes"
"5024","coltro1","Collared Trogon","Trogon collaris","Trogonidae (Trogons)","Trogoniformes"
"5025","coltro2","Collared Trogon (Xalapa)","Trogon collaris puella","Trogonidae (Trogons)","Trogoniformes"
"5026","orbtro1","Collared Trogon (Orange-bellied)","Trogon collaris aurantiiventris/underwoodi","Trogonidae (Trogons)","Trogoniformes"
"5027","coltro3","Collared Trogon (Collared)","Trogon collaris [collaris Group]","Trogonidae (Trogons)","Trogoniformes"
"5028","mastro1","Masked Trogon","Trogon personatus","Trogonidae (Trogons)","Trogoniformes"
"5029","newtro1","new world trogon sp.","Trogon sp.","Trogonidae (Trogons)","Trogoniformes"
"5030","nartro1","Narina Trogon","Apaloderma narina","Trogonidae (Trogons)","Trogoniformes"
"5031","bactro1","Bare-cheeked Trogon","Apaloderma aequatoriale","Trogonidae (Trogons)","Trogoniformes"
"5032","battro1","Bar-tailed Trogon","Apaloderma vittatum","Trogonidae (Trogons)","Trogoniformes"
"5033","afrtro1","african trogon sp.","Apaloderma sp.","Trogonidae (Trogons)","Trogoniformes"
"5034","javtro1","Javan Trogon","Harpactes reinwardtii","Trogonidae (Trogons)","Trogoniformes"
"5035","sumtro1","Sumatran Trogon","Harpactes mackloti","Trogonidae (Trogons)","Trogoniformes"
"5036","maltro1","Malabar Trogon","Harpactes fasciatus","Trogonidae (Trogons)","Trogoniformes"
"5037","rentro1","Red-naped Trogon","Harpactes kasumba","Trogonidae (Trogons)","Trogoniformes"
"5038","diatro1","Diard's Trogon","Harpactes diardii","Trogonidae (Trogons)","Trogoniformes"
"5039","phitro1","Philippine Trogon","Harpactes ardens","Trogonidae (Trogons)","Trogoniformes"
"5040","whitro1","Whitehead's Trogon","Harpactes whiteheadi","Trogonidae (Trogons)","Trogoniformes"
"5041","cirtro1","Cinnamon-rumped Trogon","Harpactes orrhophaeus","Trogonidae (Trogons)","Trogoniformes"
"5042","scrtro1","Scarlet-rumped Trogon","Harpactes duvaucelii","Trogonidae (Trogons)","Trogoniformes"
"5043","rehtro1","Red-headed Trogon","Harpactes erythrocephalus","Trogonidae (Trogons)","Trogoniformes"
"5044","orbtro2","Orange-breasted Trogon","Harpactes oreskios","Trogonidae (Trogons)","Trogoniformes"
"5045","orbtro5","Orange-breasted Trogon (Spice)","Harpactes oreskios [dulitensis Group]","Trogonidae (Trogons)","Trogoniformes"
"5046","orbtro4","Orange-breasted Trogon (Orange-breasted)","Harpactes oreskios oreskios","Trogonidae (Trogons)","Trogoniformes"
"5047","wartro1","Ward's Trogon","Harpactes wardi","Trogonidae (Trogons)","Trogoniformes"
"5048","asitro1","asian trogon sp.","Harpactes sp.","Trogonidae (Trogons)","Trogoniformes"
"5049","hoopoe","Eurasian Hoopoe","Upupa epops","Upupidae (Hoopoes)","Bucerotiformes"
"5050","eurhoo1","Eurasian Hoopoe (Eurasian)","Upupa epops [epops Group]","Upupidae (Hoopoes)","Bucerotiformes"
"5051","eurhoo3","Eurasian Hoopoe (Central African)","Upupa epops senegalensis/waibeli","Upupidae (Hoopoes)","Bucerotiformes"
"5052","eurhoo2","Eurasian Hoopoe (African)","Upupa epops africana","Upupidae (Hoopoes)","Bucerotiformes"
"5053","madhoo1","Madagascar Hoopoe","Upupa marginata","Upupidae (Hoopoes)","Bucerotiformes"
"5054","sthhoo1","St. Helena Hoopoe","Upupa antaios","Upupidae (Hoopoes)","Bucerotiformes"
"5055","grewoo2","Green Woodhoopoe","Phoeniculus purpureus","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5056","viowoo1","Violet Woodhoopoe","Phoeniculus damarensis","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5057","viowoo2","Violet Woodhoopoe (Violet)","Phoeniculus damarensis damarensis","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5058","viowoo3","Violet Woodhoopoe (Grant's)","Phoeniculus damarensis granti","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5059","y00659","Green/Violet Woodhoopoe","Phoeniculus purpureus/damarensis","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5060","blbwoo2","Black-billed Woodhoopoe","Phoeniculus somaliensis","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5061","whhwoo1","White-headed Woodhoopoe","Phoeniculus bollei","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5062","whhwoo2","White-headed Woodhoopoe (bollei/jacksoni)","Phoeniculus bollei bollei/jacksoni","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5063","whhwoo3","White-headed Woodhoopoe (Oku)","Phoeniculus bollei okuensis","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5064","forwoo1","Forest Woodhoopoe","Phoeniculus castaneiceps","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5065","forwoo2","Forest Woodhoopoe (Western)","Phoeniculus castaneiceps castaneiceps","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5066","forwoo3","Forest Woodhoopoe (Eastern)","Phoeniculus castaneiceps brunneiceps","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5067","woodho1","woodhoopoe sp.","Phoeniculus sp.","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5068","blsbil1","Black Scimitarbill","Rhinopomastus aterrimus","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5069","cosbil1","Common Scimitarbill","Rhinopomastus cyanomelas","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5070","absbil1","Abyssinian Scimitarbill","Rhinopomastus minor","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5071","y00961","woodhoopoe/scimitarbill sp.","Phoeniculus/Rhinopomastus sp.","Phoeniculidae (Woodhoopoes and Scimitarbills)","Bucerotiformes"
"5072","noghor1","Abyssinian Ground-Hornbill","Bucorvus abyssinicus","Bucorvidae (Ground-Hornbills)","Bucerotiformes"
"5073","soghor1","Southern Ground-Hornbill","Bucorvus leadbeateri","Bucorvidae (Ground-Hornbills)","Bucerotiformes"
"5074","rbdhor1","Red-billed Dwarf Hornbill","Lophoceros camurus","Bucerotidae (Hornbills)","Bucerotiformes"
"5075","crohor1","Crowned Hornbill","Lophoceros alboterminatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5076","brahor1","Bradfield's Hornbill","Lophoceros bradfieldi","Bucerotidae (Hornbills)","Bucerotiformes"
"5077","afphor1","African Pied Hornbill","Lophoceros fasciatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5078","afphor2","African Pied Hornbill (Western)","Lophoceros fasciatus semifasciatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5079","afphor3","African Pied Hornbill (Congo)","Lophoceros fasciatus fasciatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5080","hemhor1","Hemprich's Hornbill","Lophoceros hemprichii","Bucerotidae (Hornbills)","Bucerotiformes"
"5081","afghor1","African Gray Hornbill","Lophoceros nasutus","Bucerotidae (Hornbills)","Bucerotiformes"
"5082","pabhor1","Pale-billed Hornbill","Lophoceros pallidirostris","Bucerotidae (Hornbills)","Bucerotiformes"
"5083","lophoc1","Lophoceros sp.","Lophoceros sp.","Bucerotidae (Hornbills)","Bucerotiformes"
"5084","eybhor1","Eastern Yellow-billed Hornbill","Tockus flavirostris","Bucerotidae (Hornbills)","Bucerotiformes"
"5085","sybhor1","Southern Yellow-billed Hornbill","Tockus leucomelas","Bucerotidae (Hornbills)","Bucerotiformes"
"5086","jachor1","Jackson's Hornbill","Tockus jacksoni","Bucerotidae (Hornbills)","Bucerotiformes"
"5087","vddhor1","Von der Decken's Hornbill","Tockus deckeni","Bucerotidae (Hornbills)","Bucerotiformes"
"5088","monhor1","Monteiro's Hornbill","Tockus monteiri","Bucerotidae (Hornbills)","Bucerotiformes"
"5089","srbhor1","Southern Red-billed Hornbill","Tockus rufirostris","Bucerotidae (Hornbills)","Bucerotiformes"
"5090","drbhor1","Damara Red-billed Hornbill","Tockus damarensis","Bucerotidae (Hornbills)","Bucerotiformes"
"5091","x00667","Southern x Damara Red-billed Hornbill (hybrid)","Tockus rufirostris x damarensis","Bucerotidae (Hornbills)","Bucerotiformes"
"5092","trbhor1","Tanzanian Red-billed Hornbill","Tockus ruahae","Bucerotidae (Hornbills)","Bucerotiformes"
"5093","wrbhor2","Western Red-billed Hornbill","Tockus kempi","Bucerotidae (Hornbills)","Bucerotiformes"
"5094","rebhor1","Northern Red-billed Hornbill","Tockus erythrorhynchus","Bucerotidae (Hornbills)","Bucerotiformes"
"5095","tockus1","Tockus sp.","Tockus sp.","Bucerotidae (Hornbills)","Bucerotiformes"
"5096","whchor2","White-crowned Hornbill","Berenicornis comatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5097","whchor3","White-crested Hornbill","Horizocerus albocristatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5098","whchor1","White-crested Hornbill (White-cheeked)","Horizocerus albocristatus albocristatus/macrourus","Bucerotidae (Hornbills)","Bucerotiformes"
"5099","whchor4","White-crested Hornbill (Dark-cheeked)","Horizocerus albocristatus cassini","Bucerotidae (Hornbills)","Bucerotiformes"
"5100","bldhor1","Black Dwarf Hornbill","Horizocerus hartlaubi","Bucerotidae (Hornbills)","Bucerotiformes"
"5101","bkdhor1","Black Dwarf Hornbill (Western)","Horizocerus hartlaubi hartlaubi","Bucerotidae (Hornbills)","Bucerotiformes"
"5102","bkdhor2","Black Dwarf Hornbill (Eastern)","Horizocerus hartlaubi granti","Bucerotidae (Hornbills)","Bucerotiformes"
"5103","blchor1","Black-casqued Hornbill","Ceratogymna atrata","Bucerotidae (Hornbills)","Bucerotiformes"
"5104","yechor1","Yellow-casqued Hornbill","Ceratogymna elata","Bucerotidae (Hornbills)","Bucerotiformes"
"5105","y00865","Black-casqued/Yellow-casqued Hornbill","Ceratogymna atrata/elata","Bucerotidae (Hornbills)","Bucerotiformes"
"5106","sichor1","Silvery-cheeked Hornbill","Bycanistes brevis","Bucerotidae (Hornbills)","Bucerotiformes"
"5107","bawhor2","Black-and-white-casqued Hornbill","Bycanistes subcylindricus","Bucerotidae (Hornbills)","Bucerotiformes"
"5108","bnchor1","Brown-cheeked Hornbill","Bycanistes cylindricus","Bucerotidae (Hornbills)","Bucerotiformes"
"5109","whthor1","White-thighed Hornbill","Bycanistes albotibialis","Bucerotidae (Hornbills)","Bucerotiformes"
"5110","truhor1","Trumpeter Hornbill","Bycanistes bucinator","Bucerotidae (Hornbills)","Bucerotiformes"
"5111","piphor1","Piping Hornbill","Bycanistes fistulator","Bucerotidae (Hornbills)","Bucerotiformes"
"5112","piphor2","Piping Hornbill (Western)","Bycanistes fistulator fistulator","Bucerotidae (Hornbills)","Bucerotiformes"
"5113","piphor3","Piping Hornbill (Eastern)","Bycanistes fistulator sharpii/duboisi","Bucerotidae (Hornbills)","Bucerotiformes"
"5114","helhor1","Helmeted Hornbill","Buceros vigil","Bucerotidae (Hornbills)","Bucerotiformes"
"5115","rufhor1","Rufous Hornbill","Buceros hydrocorax","Bucerotidae (Hornbills)","Bucerotiformes"
"5116","rufhor3","Rufous Hornbill (Northern)","Buceros hydrocorax hydrocorax","Bucerotidae (Hornbills)","Bucerotiformes"
"5117","rufhor4","Rufous Hornbill (Southern)","Buceros hydrocorax mindanensis/semigaleatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5118","rhihor1","Rhinoceros Hornbill","Buceros rhinoceros","Bucerotidae (Hornbills)","Bucerotiformes"
"5119","grehor1","Great Hornbill","Buceros bicornis","Bucerotidae (Hornbills)","Bucerotiformes"
"5120","y00396","Rhinoceros/Great Hornbill","Buceros rhinoceros/bicornis","Bucerotidae (Hornbills)","Bucerotiformes"
"5121","buchor1","Bushy-crested Hornbill","Anorrhinus galeritus","Bucerotidae (Hornbills)","Bucerotiformes"
"5122","brnhor1","Brown Hornbill","Anorrhinus austeni","Bucerotidae (Hornbills)","Bucerotiformes"
"5123","ruchor1","Rusty-cheeked Hornbill","Anorrhinus tickelli","Bucerotidae (Hornbills)","Bucerotiformes"
"5124","inghor2","Indian Gray Hornbill","Ocyceros birostris","Bucerotidae (Hornbills)","Bucerotiformes"
"5125","maghor2","Malabar Gray Hornbill","Ocyceros griseus","Bucerotidae (Hornbills)","Bucerotiformes"
"5126","y00397","Indian/Malabar Gray Hornbill","Ocyceros birostris/griseus","Bucerotidae (Hornbills)","Bucerotiformes"
"5127","ceghor1","Sri Lanka Gray Hornbill","Ocyceros gingalensis","Bucerotidae (Hornbills)","Bucerotiformes"
"5128","blahor1","Black Hornbill","Anthracoceros malayanus","Bucerotidae (Hornbills)","Bucerotiformes"
"5129","sulhor2","Sulu Hornbill","Anthracoceros montani","Bucerotidae (Hornbills)","Bucerotiformes"
"5130","maphor1","Malabar Pied-Hornbill","Anthracoceros coronatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5131","orphor1","Oriental Pied-Hornbill","Anthracoceros albirostris","Bucerotidae (Hornbills)","Bucerotiformes"
"5132","y01097","Malabar/Oriental Pied-Hornbill","Anthracoceros coronatus/albirostris","Bucerotidae (Hornbills)","Bucerotiformes"
"5133","palhor1","Palawan Hornbill","Anthracoceros marchei","Bucerotidae (Hornbills)","Bucerotiformes"
"5134","runhor1","Rufous-necked Hornbill","Aceros nipalensis","Bucerotidae (Hornbills)","Bucerotiformes"
"5135","knohor1","Knobbed Hornbill","Rhyticeros cassidix","Bucerotidae (Hornbills)","Bucerotiformes"
"5136","sumhor1","Sumba Hornbill","Rhyticeros everetti","Bucerotidae (Hornbills)","Bucerotiformes"
"5137","wrehor1","Wreathed Hornbill","Rhyticeros undulatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5138","plphor1","Plain-pouched Hornbill","Rhyticeros subruficollis","Bucerotidae (Hornbills)","Bucerotiformes"
"5139","y01032","Wreathed/Plain-pouched Hornbill","Rhyticeros undulatus/subruficollis","Bucerotidae (Hornbills)","Bucerotiformes"
"5140","narhor1","Narcondam Hornbill","Rhyticeros narcondami","Bucerotidae (Hornbills)","Bucerotiformes"
"5141","blyhor1","Blyth's Hornbill","Rhyticeros plicatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5142","sulhor1","Sulawesi Hornbill","Rhabdotorrhinus exarhatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5143","sulhor3","Sulawesi Hornbill (Dwarf)","Rhabdotorrhinus exarhatus exarhatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5144","sulhor4","Sulawesi Hornbill (Sanford's)","Rhabdotorrhinus exarhatus sanfordi","Bucerotidae (Hornbills)","Bucerotiformes"
"5145","wrihor1","Wrinkled Hornbill","Rhabdotorrhinus corrugatus","Bucerotidae (Hornbills)","Bucerotiformes"
"5146","wrbhor1","Writhe-billed Hornbill","Rhabdotorrhinus waldeni","Bucerotidae (Hornbills)","Bucerotiformes"
"5147","wrihor2","Writhed Hornbill","Rhabdotorrhinus leucocephalus","Bucerotidae (Hornbills)","Bucerotiformes"
"5148","tarhor1","Visayan Hornbill","Penelopides panini","Bucerotidae (Hornbills)","Bucerotiformes"
"5149","luzhor1","Luzon Hornbill","Penelopides manillae","Bucerotidae (Hornbills)","Bucerotiformes"
"5150","minhor2","Mindoro Hornbill","Penelopides mindorensis","Bucerotidae (Hornbills)","Bucerotiformes"
"5151","samhor1","Samar Hornbill","Penelopides samarensis","Bucerotidae (Hornbills)","Bucerotiformes"
"5152","minhor1","Mindanao Hornbill","Penelopides affinis","Bucerotidae (Hornbills)","Bucerotiformes"
"5153","hornbi1","hornbill sp.","Bucerotidae sp.","Bucerotidae (Hornbills)","Bucerotiformes"
"5154","cubtod1","Cuban Tody","Todus multicolor","Todidae (Todies)","Coraciiformes"
"5155","brbtod1","Broad-billed Tody","Todus subulatus","Todidae (Todies)","Coraciiformes"
"5156","nabtod1","Narrow-billed Tody","Todus angustirostris","Todidae (Todies)","Coraciiformes"
"5157","y00866","Broad-billed/Narrow-billed Tody","Todus subulatus/angustirostris","Todidae (Todies)","Coraciiformes"
"5158","jamtod1","Jamaican Tody","Todus todus","Todidae (Todies)","Coraciiformes"
"5159","purtod1","Puerto Rican Tody","Todus mexicanus","Todidae (Todies)","Coraciiformes"
"5160","todmot1","Tody Motmot","Hylomanes momotula","Momotidae (Motmots)","Coraciiformes"
"5161","bltmot1","Blue-throated Motmot","Aspatha gularis","Momotidae (Motmots)","Coraciiformes"
"5162","rucmot1","Russet-crowned Motmot","Momotus mexicanus","Momotidae (Motmots)","Coraciiformes"
"5163","bucmot1","Blue-capped Motmot","Momotus coeruliceps","Momotidae (Motmots)","Coraciiformes"
"5164","bucmot2","Lesson's Motmot","Momotus lessonii","Momotidae (Motmots)","Coraciiformes"
"5165","x00887","Blue-capped x Lesson's Motmot (hybrid)","Momotus coeruliceps x lessonii","Momotidae (Motmots)","Coraciiformes"
"5166","y01033","Blue-capped/Lesson's Motmot","Momotus coeruliceps/lessonii","Momotidae (Motmots)","Coraciiformes"
"5167","bucmot3","Whooping Motmot","Momotus subrufescens","Momotidae (Motmots)","Coraciiformes"
"5168","whomot1","Whooping Motmot (Whooping)","Momotus subrufescens [subrufescens Group]","Momotidae (Motmots)","Coraciiformes"
"5169","whomot2","Whooping Motmot (argenticinctus)","Momotus subrufescens argenticinctus","Momotidae (Motmots)","Coraciiformes"
"5170","trimot1","Trinidad Motmot","Momotus bahamensis","Momotidae (Motmots)","Coraciiformes"
"5171","bucmot4","Amazonian Motmot","Momotus momota","Momotidae (Motmots)","Coraciiformes"
"5172","higmot1","Andean Motmot","Momotus aequatorialis","Momotidae (Motmots)","Coraciiformes"
"5173","rufmot1","Rufous Motmot","Baryphthengus martii","Momotidae (Motmots)","Coraciiformes"
"5174","x00402","Amazonian x Rufous Motmot (hybrid)","Momotus momota x Baryphthengus martii","Momotidae (Motmots)","Coraciiformes"
"5175","rucmot2","Rufous-capped Motmot","Baryphthengus ruficapillus","Momotidae (Motmots)","Coraciiformes"
"5176","x00769","Amazonian x Rufous-capped Motmot (hybrid)","Momotus momota x Baryphthengus ruficapillus","Momotidae (Motmots)","Coraciiformes"
"5177","kebmot1","Keel-billed Motmot","Electron carinatum","Momotidae (Motmots)","Coraciiformes"
"5178","brbmot1","Broad-billed Motmot","Electron platyrhynchum","Momotidae (Motmots)","Coraciiformes"
"5179","brbmot2","Broad-billed Motmot (Broad-billed)","Electron platyrhynchum [platyrhynchum Group]","Momotidae (Motmots)","Coraciiformes"
"5180","brbmot3","Broad-billed Motmot (Plain-tailed)","Electron platyrhynchum [pyrrholaemum Group]","Momotidae (Motmots)","Coraciiformes"
"5181","y00733","Keel-billed/Broad-billed Motmot","Electron carinatum/platyrhynchum","Momotidae (Motmots)","Coraciiformes"
"5182","tubmot1","Turquoise-browed Motmot","Eumomota superciliosa","Momotidae (Motmots)","Coraciiformes"
"5183","motmot1","motmot sp.","Momotidae sp.","Momotidae (Motmots)","Coraciiformes"
"5184","blykin1","Blyth's Kingfisher","Alcedo hercules","Alcedinidae (Kingfishers)","Coraciiformes"
"5185","comkin1","Common Kingfisher","Alcedo atthis","Alcedinidae (Kingfishers)","Coraciiformes"
"5186","comkin2","Common Kingfisher (Common)","Alcedo atthis [atthis Group]","Alcedinidae (Kingfishers)","Coraciiformes"
"5187","comkin3","Common Kingfisher (Cobalt-eared)","Alcedo atthis hispidoides/salomonensis","Alcedinidae (Kingfishers)","Coraciiformes"
"5188","hackin1","Half-collared Kingfisher","Alcedo semitorquata","Alcedinidae (Kingfishers)","Coraciiformes"
"5189","shbkin1","Shining-blue Kingfisher","Alcedo quadribrachys","Alcedinidae (Kingfishers)","Coraciiformes"
"5190","blekin1","Blue-eared Kingfisher","Alcedo meninting","Alcedinidae (Kingfishers)","Coraciiformes"
